2	NULL	1224	1236	91347	543	613	138074	568817
2	NULL	976	200643	171549	171551	346096	185300	694427
2	NULL	1239	91061	1385	186820	1637	1639	568819
2	NULL	1239	91061	186826	1300	1301	1313	1130804
2	NULL	201174	1760	2037	2062	2063	2066	452652
2	NULL	203691	203692	136	137	157	160	491080
2	NULL	203691	203692	136	137	157	160	491081
2	NULL	1239	909932	909929	909930	904	905	591001
2	NULL	1224	28211	766	775	780	783	452659
2	NULL	1224	1236	72274	468	469	471	871585
2	NULL	1239	91061	186826	1300	1301	1313	487214
2	NULL	1239	91061	186826	1300	1301	1314	487215
2	NULL	1239	91061	186826	1300	1301	1313	487213
2	NULL	201174	1760	2037	1653	1716	1719	765874
2	NULL	1239	91061	1385	186822	44249	1406	886882
2	NULL	1224	1236	72274	135621	286	303	1042876
2	NULL	1224	28216	80840	119060	106589	106590	1042878
2	NULL	201174	1760	2037	85016	1707	1708	590998
2	NULL	201174	1760	2037	1653	1716	1719	889513
2	NULL	976	200643	171549	NULL	511434	511435	511995
2	NULL	1239	91061	1385	90964	1279	283734	984892
2	NULL	1224	28211	356	118882	234	29461	1112912
2	NULL	1239	91061	186826	33958	1578	1623	1069534
2	NULL	1239	91061	186826	1300	1301	102684	1069533
2	NULL	976	117747	200666	84566	84567	151895	762903
2	NULL	1239	91061	1385	186820	1637	1639	882097
2	NULL	1239	91061	1385	186820	1637	1639	882096
2	NULL	1239	91061	1385	186820	1637	1639	882095
2	NULL	1239	91061	1385	186820	1637	1639	882094
2	NULL	203682	203683	112	126	118	119	756272
2	NULL	200940	67799	188710	188711	241192	171695	667014
2	NULL	976	200643	171549	815	816	376805	667015
2	NULL	200918	188708	2419	188709	2420	2421	484019
2	NULL	1224	29547	213849	72293	209	210	866345
2	NULL	1224	29547	213849	72293	209	210	866344
2	NULL	1224	1236	135623	641	662	55601	882102
2	NULL	1239	91061	186826	1300	1357	1358	684738
2	NULL	201174	1760	2037	1762	1763	36809	1198627
2	NULL	1224	1236	135622	72275	226	715451	NULL
2	NULL	201174	1760	2037	1268	1663	85085	452863
2	NULL	1224	1236	91347	543	590	28901	1016998
2	NULL	201174	1760	2037	1762	1763	1800	710421
2	NULL	1239	91061	186826	1300	1301	1336	553482
2	NULL	1239	91061	186826	33958	1578	47770	748671
2	NULL	1239	91061	186826	33958	1578	1582	1215914
2	NULL	201174	1760	2037	31957	1743	1744	754252
2	NULL	1224	1236	135625	712	713	716	696748
2	NULL	1224	1236	72274	468	469	470	696749
2	NULL	201174	1760	2037	1653	1716	1719	1074485
2	NULL	1224	28211	356	82115	28105	380	1117943
2	NULL	1224	1236	91347	543	629	29485	527004
2	NULL	1224	1236	91347	543	629	29486	527005
2	NULL	1224	1236	91347	543	629	29483	527002
2	NULL	1239	91061	186826	33958	1578	1587	880633
2	NULL	1239	186801	68295	543371	44000	55205	632518
2	NULL	1239	186801	68295	543371	44000	52766	632516
2	NULL	1239	186801	186802	68298	427925	427926	555088
2	NULL	1224	29547	213849	72293	209	210	684950
2	NULL	200918	188708	2419	188709	2335	119394	688269
2	NULL	201174	1760	2037	1653	1716	1719	1089446
2	NULL	1224	29547	213849	72293	209	35818	537972
2	NULL	1224	29547	213849	72293	209	123841	537970
2	NULL	1297	188787	118964	183710	1298	502394	745776
2	NULL	1224	28211	204441	41295	1081	1084	1150469
2	NULL	1224	1236	91347	543	413496	413502	693216
2	NULL	32066	203490	203491	1129771	32067	157692	596323
2	NULL	1239	91061	186826	1300	1301	1304	596322
2	NULL	1224	28216	206351	481	482	484	596320
2	NULL	976	200643	171549	171551	836	281920	596327
2	NULL	1239	91061	186826	33958	1578	109790	596325
2	NULL	203691	203692	136	137	157	69710	596324
2	NULL	1224	1236	91347	543	32199	9	1005057
2	NULL	1239	91061	186826	1300	1301	1313	488222
2	NULL	1239	91061	186826	1300	1301	1313	488223
2	NULL	1224	1236	135625	712	155493	750	1005058
2	NULL	1239	91061	186826	1300	1301	1313	488221
2	NULL	1224	28211	356	82115	379	29449	538025
2	NULL	1224	1236	72274	135621	286	287	557722
2	NULL	1224	1236	135625	712	724	738	557723
2	NULL	1224	1236	91347	543	590	28901	454169
2	NULL	1239	91061	186826	1300	1301	1313	697283
2	NULL	1224	28216	206351	481	482	487	909420
2	NULL	1224	1236	225057	225058	119977	33059	990288
2	NULL	1239	91061	186826	33958	1253	187452	701521
2	NULL	1224	1236	91347	543	590	28901	990282
2	NULL	201174	1760	2037	2049	2050	2051	548479
2	NULL	1239	91061	1385	90964	1279	1280	548473
2	NULL	1224	28211	204457	41297	541	542	622759
2	NULL	201174	1760	2037	1653	1716	169292	548476
2	NULL	1117	NULL	1150	NULL	35823	129910	513049
2	NULL	1239	91061	1385	186817	1386	1127744	NULL
2	NULL	1224	28216	80840	119060	106589	164546	977880
2	NULL	201174	1760	2037	1653	1716	1719	1087451
2	NULL	201174	1760	2037	1653	1716	1719	1087452
2	NULL	201174	1760	2037	1653	1716	1719	1087453
2	NULL	201174	1760	2037	1653	1716	1719	1087454
2	NULL	1239	186801	186802	186806	1730	1736	903814
2	NULL	544448	31969	2085	2092	2093	57372	708248
2	NULL	201174	1760	85004	31953	1678	28025	1168290
2	NULL	201174	1760	2037	1762	1763	1769	561304
2	NULL	1239	91061	1385	90964	1279	1280	451516
2	NULL	1224	1236	72273	34064	262	264	676032
2	NULL	1239	91061	1385	90964	1279	1280	451515
2	NULL	200795	32061	32064	1106	1107	480224	NULL
2	NULL	1297	188787	68933	188786	270	56957	751945
2	NULL	1239	91061	1385	90964	1279	1280	681288
2	NULL	1224	28216	206351	481	482	487	630588
2	NULL	201174	1760	2037	1762	1763	1765	717522
2	NULL	1224	28211	204441	41295	171436	171437	1110502
2	NULL	1239	91061	186826	1300	1301	1313	561276
2	NULL	201174	1760	2037	1762	1763	1765	561275
2	NULL	1239	91061	1385	186822	44249	159743	985665
2	NULL	201174	1760	2037	85025	1817	37326	1133849
2	NULL	1224	1236	91347	543	590	28901	1160717
2	NULL	1224	28211	356	82115	28105	382	693982
2	NULL	1224	29547	213849	72293	209	210	544405
2	NULL	976	117747	200666	89374	2349	2350	760192
2	NULL	1224	29547	213849	72293	209	210	544406
2	NULL	200930	68337	191393	191394	2351	2352	717231
2	NULL	1239	91061	186826	1300	1301	1309	511691
2	NULL	1239	186801	186802	186807	56112	1147129	NULL
2	NULL	201174	1760	85004	31953	1678	1684	1147128
2	NULL	544448	31969	2085	2092	2093	136241	1111676
2	NULL	1224	28211	356	82115	28105	382	707241
2	NULL	1224	28216	80840	80864	12916	80867	643561
2	NULL	544448	31969	2085	2092	2093	29501	859194
2	NULL	1239	91061	186826	81852	33969	33970	940190
2	NULL	1239	91061	1385	186817	1386	1396	1217984
2	NULL	1224	1236	91347	543	547	550	1104326
2	NULL	1224	29547	213849	72293	209	210	1234365
2	NULL	1224	28211	356	118882	234	235	1104320
2	NULL	1224	28211	356	118882	234	36855	1104321
2	NULL	1239	91061	186826	1300	1357	1358	1104322
2	NULL	1224	1236	91347	543	629	28152	527012
2	NULL	1239	186801	68295	543371	44000	413888	632292
2	NULL	1224	1236	72274	135621	286	287	1089456
2	NULL	544448	31969	2085	2092	2093	2097	662945
2	NULL	544448	31969	2085	2092	2093	2097	662947
2	NULL	544448	31969	2085	2092	2093	2097	662946
2	NULL	976	117743	200644	49546	104264	59600	688270
2	NULL	32066	203490	203491	203492	167639	167642	572544
2	NULL	508458	649775	649776	649777	81466	81468	572547
2	NULL	1239	186801	186802	539000	73918	73919	644966
2	NULL	1224	1236	135614	32033	70411	81475	767434
2	NULL	203691	203692	136	137	146	46355	889378
2	NULL	1224	1236	135623	641	662	674	671076
2	NULL	1224	1236	72274	468	475	480	749219
2	NULL	1224	28211	204457	41297	165695	46429	690566
2	NULL	1224	1236	135623	641	662	666	1134456
2	NULL	1224	28216	206350	32011	359407	1055487	666681
2	NULL	201174	1760	85004	31953	2701	2702	1009464
2	NULL	1224	28221	29	31	32	33	483219
2	NULL	201174	1760	2037	31957	1743	1747	1114969
2	NULL	201174	1760	2037	31957	1743	1747	1114967
2	NULL	201174	1760	2037	31957	1743	1747	1114966
2	NULL	1239	91061	186826	1300	1301	1318	1114965
2	NULL	1224	28211	356	119045	407	408	661410
2	NULL	1224	1236	135619	28256	235572	91844	1239881
2	NULL	203691	203692	136	137	157	81028	906968
2	NULL	1224	28211	NULL	NULL	198251	1002672	NULL
2	NULL	1224	28211	356	45401	81	717785	NULL
2	NULL	1239	91061	1385	186817	1386	1390	999891
2	NULL	201174	1760	2037	1762	1763	1767	487521
2	NULL	544448	31969	2085	2092	2093	2100	1129369
2	NULL	1224	1236	72274	135621	286	316	996285
2	NULL	1239	91061	186826	1300	1301	1313	516950
2	NULL	1239	186801	186802	186803	248744	168384	478749
2	NULL	1224	28216	80840	119060	44013	576610	452638
2	NULL	1239	91061	186826	33958	1578	47715	1088720
2	NULL	976	117743	200644	49546	104264	979	867900
2	NULL	976	117743	200644	49546	28250	28251	867902
2	NULL	74201	414999	NULL	134623	178440	107709	452637
2	NULL	1239	91061	1385	90964	1279	1280	869816
2	NULL	1224	1236	91347	543	544	67825	637910
2	NULL	1224	1236	135625	712	713	51047	637911
2	NULL	1224	29547	213849	72293	209	210	637913
2	NULL	1224	1236	72273	34064	262	263	1001534
2	NULL	544448	31969	2085	2092	2093	29501	941640
2	NULL	201174	1760	2037	1653	1716	1717	698966
2	NULL	201174	1760	2037	1653	1716	1717	698967
2	NULL	201174	1760	2037	1653	1716	1717	698964
2	NULL	201174	1760	2037	1653	1716	1717	698965
2	NULL	201174	1760	2037	1653	1716	1717	698962
2	NULL	201174	1760	2037	1653	1716	1717	698963
2	NULL	201174	1760	2037	1653	1716	1717	698968
2	NULL	201174	1760	2037	1653	1716	1717	698969
2	NULL	204428	204429	51291	809	810	813	887712
2	NULL	201174	1760	2037	2062	1883	379067	749414
2	NULL	204428	204429	51291	809	810	83554	1218358
2	NULL	204428	204429	51291	809	810	83554	1218355
2	NULL	204428	204429	51291	809	810	83554	1218354
2	NULL	204428	204429	51291	809	810	83554	1218357
2	NULL	204428	204429	51291	809	810	83554	1218356
2	NULL	1224	28221	213115	194924	872	876	641491
2	NULL	204428	204429	51291	809	810	83554	1218353
2	NULL	1224	1236	135622	72275	226	28108	1004788
2	NULL	1239	91061	1385	186817	129337	544556	NULL
2	NULL	1297	188787	68933	188786	270	274	762633
2	NULL	1239	91061	1385	186820	1637	1639	653938
2	NULL	1239	91061	186826	33958	1578	1625	714313
2	NULL	976	768503	768507	89373	312278	312279	929562
2	NULL	1224	1236	91347	543	34037	34038	1151116
2	NULL	1224	28221	213118	213121	893	894	577650
2	NULL	1224	28211	356	118882	234	29459	703352
2	NULL	976	200643	171549	171550	239759	214856	679935
2	NULL	1239	186801	186802	539000	28033	53633	679936
2	NULL	1239	91061	186826	1300	1301	1334	663954
2	NULL	1239	91061	1385	90964	1279	1280	663951
2	NULL	1224	1236	91347	543	561	562	574521
2	NULL	1239	91061	186826	1300	1357	1358	929102
2	NULL	201174	1760	2037	1653	1716	1727	858619
2	NULL	1224	1236	91347	543	590	28901	554290
2	NULL	1224	1236	91347	543	570	571	1191061
2	NULL	1224	1236	135625	712	416916	714	668336
2	NULL	1224	1236	91347	543	53335	553	1123863
2	NULL	201174	1760	2037	1762	1763	33894	572418
2	NULL	1224	29547	213849	NULL	269260	269261	749222
2	NULL	1224	29547	213849	72293	209	210	1163739
2	NULL	1239	186801	186802	186807	1562	58135	760568
2	NULL	1239	91061	1385	186817	1386	1392	592021
2	NULL	1239	91061	1385	186817	1386	1404	592022
2	NULL	1239	91061	186826	33958	1578	1596	630527
2	NULL	976	117743	200644	39782	34098	367488	600809
2	NULL	1239	186801	186802	31979	1485	1491	592027
2	NULL	201174	1760	85004	31953	1678	28025	703613
2	NULL	201174	1760	2037	1762	1763	1767	1138383
2	NULL	201174	1760	2037	1762	1763	1767	1138382
2	NULL	1224	1236	72274	135621	286	294	1114970
2	NULL	1224	28216	206351	481	482	485	940296
2	NULL	203691	203692	136	137	138	29519	1234596
2	NULL	544448	31969	2085	2092	2129	2130	565575
2	NULL	201174	1760	2037	1653	1716	65058	945712
2	NULL	1134404	795747	795748	795749	795750	591197	945713
2	NULL	201174	1760	2037	1653	1716	65058	945711
2	NULL	1239	91061	186826	81852	1350	1351	474186
2	NULL	1239	91061	186826	81852	51668	51669	945021
2	NULL	201174	1760	85004	31953	1678	28025	555970
2	NULL	976	117743	NULL	NULL	NULL	487797	NULL
2	NULL	976	117743	NULL	NULL	NULL	487796	NULL
2	NULL	203691	203692	136	137	157	160	491079
2	NULL	203691	203692	136	137	157	160	491078
2	NULL	1224	1236	91347	543	583	584	529507
2	NULL	1239	91061	186826	33958	1578	1598	491077
2	NULL	1239	91061	186826	1300	1301	315405	637909
2	NULL	1224	1236	135622	267890	22	60217	637905
2	NULL	1239	91061	186826	33958	1578	1582	543734
2	NULL	1224	28216	80840	119060	32008	412963	882378
2	NULL	1239	91061	186826	81850	1243	1252	1229758
2	NULL	1239	91061	186826	81850	1243	1244	1229756
2	NULL	1239	186801	53433	972	2330	656519	NULL
2	NULL	1239	91061	1385	90964	1279	1280	1006543
2	NULL	203691	203692	136	137	399320	273376	760011
2	NULL	1239	186801	186802	68298	129001	86170	643648
2	NULL	1224	28216	80840	119060	32008	640512	NULL
2	NULL	1224	1236	91347	543	547	61645	640513
2	NULL	1224	28216	80840	119060	32008	640510	NULL
2	NULL	1224	28216	80840	119060	32008	640511	NULL
2	NULL	1239	91061	1385	90964	1279	1280	1147034
2	NULL	1224	1236	91347	543	204037	204038	590409
2	NULL	1224	28211	356	NULL	573657	573658	573234
2	NULL	201174	1760	2037	1268	1269	1270	465515
2	NULL	1224	1236	72274	135621	286	316	1123519
2	NULL	1224	1236	91347	543	561	562	741093
2	NULL	1224	29547	213849	72293	209	210	1055527
2	NULL	1224	1236	91347	543	32199	9	561501
2	NULL	201174	1760	2037	1653	1716	1717	698970
2	NULL	1224	28216	80840	75682	846	847	556268
2	NULL	1224	28216	80840	75682	846	847	556269
2	NULL	1224	29547	213849	72293	209	157268	556267
2	NULL	1224	29547	213849	72293	209	210	1055529
2	NULL	1224	29547	213849	72293	209	210	1055528
2	NULL	1224	28221	213115	194924	872	876	525146
2	NULL	1239	91061	186826	33958	1578	1582	998820
2	NULL	544448	31969	2085	2092	2093	2102	862259
2	NULL	1239	91061	186826	1300	1301	1309	1198676
2	NULL	1239	91061	1385	186820	1637	1639	882020
2	NULL	201174	1760	2037	2004	2000	2001	479432
2	NULL	201174	1760	2037	1653	1716	1719	681645
2	NULL	1224	28216	206351	481	482	487	935599
2	NULL	544448	31969	2085	2092	2093	2096	1159201
2	NULL	1224	1236	91347	543	561	562	591946
2	NULL	544448	31969	2085	2092	2093	2096	1159200
2	NULL	1239	186801	186802	31979	1485	1538	748727
2	NULL	1224	28211	356	118882	234	29459	1029825
2	NULL	1224	1236	91347	543	590	28901	1081093
2	NULL	544448	31969	2085	2092	2093	2096	1159202
2	NULL	1239	186801	68295	543371	28895	28896	1094508
2	NULL	1239	186801	186802	186807	1562	1564	696281
2	NULL	1224	28211	204441	41295	1263978	1263979	1193729
2	NULL	1224	1236	135623	641	662	666	675809
2	NULL	201174	1760	85004	31953	1678	1685	866777
2	NULL	1224	28211	356	82115	357	861208	NULL
2	NULL	544448	31969	2085	2092	2093	2105	880447
2	NULL	1297	188787	68933	188786	65551	277	504728
2	NULL	204428	204429	51291	809	810	83554	1050221
2	NULL	976	117743	200644	49546	34084	34085	1228997
2	NULL	204428	204429	51291	809	810	83554	1112252
2	NULL	204428	204429	51291	809	810	83554	1112250
2	NULL	1239	186801	68295	186814	140458	85874	1089553
2	NULL	1224	1236	135623	641	662	29494	903510
2	NULL	200783	187857	32069	558314	64159	64160	868864
2	NULL	1224	28211	766	775	780	782	449216
2	NULL	1224	1236	135614	32033	338	366650	981368
2	NULL	1239	91061	1385	186817	1386	1404	545693
2	NULL	976	200643	171549	171551	836	837	1030843
2	NULL	201174	1760	2037	1762	1763	1773	1097669
2	NULL	976	117743	200644	246874	332102	191579	755732
2	NULL	203691	203692	136	137	157	150829	545695
2	NULL	203691	203692	136	137	157	88058	545694
2	NULL	1224	28211	204457	41297	541	542	555217
2	NULL	1224	28221	213115	194924	872	184917	573370
2	NULL	1224	28211	204457	41297	165695	627192	NULL
2	NULL	1224	28211	204457	41297	541	542	579138
2	NULL	1224	29547	213849	72294	57665	65553	525898
2	NULL	1224	28221	213115	213116	898	899	525897
2	NULL	1224	1236	135625	712	745	747	1132496
2	NULL	1224	28216	206351	481	568394	748280	NULL
2	NULL	1224	28211	356	69277	68287	593909	536019
2	NULL	204428	204429	51291	809	810	813	707187
2	NULL	204428	204429	51291	809	810	813	707186
2	NULL	204428	204429	51291	809	810	813	707185
2	NULL	204428	204429	51291	809	810	813	707184
2	NULL	204428	204429	51291	809	810	813	707183
2	NULL	1239	91061	186826	1300	1301	1318	760570
2	NULL	201174	1760	84999	84107	133925	133926	633147
2	NULL	200795	301297	1202465	1202464	61434	61435	633145
2	NULL	1224	28221	213118	213119	28222	28223	651182
2	NULL	1224	28211	204458	76892	41275	74313	633149
2	NULL	1224	1236	91347	543	53335	553	932677
2	NULL	1224	1236	NULL	NULL	114185	114186	1202538
2	NULL	1224	1236	NULL	NULL	114185	114186	1202539
2	NULL	1224	1236	NULL	NULL	114185	114186	1202536
2	NULL	1224	1236	NULL	NULL	114185	114186	1202537
2	NULL	1224	28216	80840	506	29574	29575	743973
2	NULL	1239	91061	1385	186817	1386	1428	714359
2	NULL	1224	28216	206351	481	168470	168471	557598
2	NULL	1224	29547	213849	72294	28196	28197	944546
2	NULL	1224	29547	213849	72294	28196	944547	NULL
2	NULL	201174	1760	2037	1762	1763	1773	478434
2	NULL	201174	1760	2037	1762	1763	1773	478435
2	NULL	1224	1236	72273	34064	262	657445	1163389
2	NULL	201174	1760	2037	1762	1763	1773	478433
2	NULL	201174	1760	2037	85017	254250	139208	743718
2	NULL	1239	91061	1385	90964	1279	1280	889933
2	NULL	1239	91061	186826	33958	1578	1590	889932
2	NULL	1224	1236	91347	543	613	82996	768492
2	NULL	1224	1236	91347	543	613	768493	NULL
2	NULL	1224	1236	91347	543	613	768490	NULL
2	NULL	1239	91061	186826	1300	1301	1307	945704
2	NULL	1239	91061	1385	186817	1386	1392	768494
2	NULL	1239	186801	68295	543371	44000	31899	521460
2	NULL	544448	31969	2085	2092	2093	57372	768700
2	NULL	1239	186801	186802	186807	79206	1563	768706
2	NULL	1239	186801	186802	186807	79206	79209	768704
2	NULL	1224	29547	213849	72293	286130	148813	709032
2	NULL	1224	28216	80840	506	517	519	1208660
2	NULL	1239	91061	186826	1300	1301	1334	759913
2	NULL	1224	1236	91347	543	629	632	1035377
2	NULL	1224	1236	91347	543	561	562	910348
2	NULL	200783	187857	32069	558314	171868	228745	648996
2	NULL	201174	1760	2037	28056	1873	648999	NULL
2	NULL	1224	28216	80840	80864	34072	34073	543728
2	NULL	1224	29547	213849	72294	194	824	553220
2	NULL	201174	1760	2037	2070	1847	240495	675635
2	NULL	1239	91061	1385	186823	29330	405212	521098
2	NULL	201174	1760	2037	1762	1763	36814	710685
2	NULL	976	117743	200644	49546	1016	1018	521097
2	NULL	201174	1760	2037	85028	2060	2061	521096
2	NULL	201174	1760	84999	84107	1380	1382	521095
2	NULL	200918	188708	2419	188709	1184396	1184387	660470
2	NULL	1224	28221	213462	213468	2357	2358	706587
2	NULL	204428	204429	51291	809	810	813	672161
2	NULL	1224	1236	91347	543	570	571	1006551
2	NULL	201174	1760	2037	31957	1743	1747	1031709
2	NULL	1224	1236	72274	468	469	470	980514
2	NULL	1239	91061	186826	1300	1301	1313	869309
2	NULL	1224	28211	356	772	773	56426	696125
2	NULL	201174	1760	2037	1268	32207	2047	762948
2	NULL	1224	28211	766	1328881	411566	234827	696127
2	NULL	1239	91061	1385	186817	45667	1570	866895
2	NULL	1239	91061	1385	186817	1386	1390	692420
2	NULL	1239	91061	1385	90964	1279	1280	1123523
2	NULL	201174	1760	2037	1653	1716	1719	1117942
2	NULL	203691	203692	136	137	146	55206	573413
2	NULL	1224	29547	213849	72293	209	210	1055530
2	NULL	1224	29547	213849	72293	209	210	1055531
2	NULL	1224	29547	213849	72293	209	210	1055532
2	NULL	203691	203692	136	137	157	160	686990
2	NULL	1224	28221	213113	117942	84404	84405	760142
2	NULL	1239	526524	526525	128827	100883	556270	NULL
2	NULL	1224	28211	356	82115	379	29449	491916
2	NULL	1239	91061	1385	186817	150247	33934	491915
2	NULL	1224	1236	91347	543	561	562	1033813
2	NULL	1224	1236	72273	34064	262	573569	NULL
2	NULL	1224	29547	213849	72293	209	210	907239
2	NULL	1224	29547	213849	72293	209	210	907238
2	NULL	1224	29547	213849	72293	209	210	907237
2	NULL	1224	28211	204457	41297	165696	702113	NULL
2	NULL	1224	1236	91347	543	561	562	866768
2	NULL	1224	28221	213115	194924	872	182210	643562
2	NULL	1224	1236	135623	641	662	28175	675816
2	NULL	1224	1236	135623	641	662	675815	NULL
2	NULL	1224	1236	135623	641	662	190893	675814
2	NULL	1224	1236	135623	641	662	28172	675813
2	NULL	1224	1236	135623	641	246861	673	675812
2	NULL	1224	1236	135623	641	662	29494	675811
2	NULL	1224	1236	135623	641	662	675810	NULL
2	NULL	1117	NULL	1118	NULL	1125	1126	449447
2	NULL	201174	1760	2037	85030	38501	138336	1146883
2	NULL	1224	28211	356	82115	28105	382	1230587
2	NULL	1239	91061	1385	186817	1386	1428	527021
2	NULL	201174	1760	2037	1762	1763	35617	1232724
2	NULL	1239	91061	186826	1300	1301	1309	1155071
2	NULL	1224	1236	72274	468	469	470	889738
2	NULL	1239	186801	68295	543371	28895	1517	580327
2	NULL	1224	1236	91347	543	1048757	1048758	903503
2	NULL	1224	1236	135622	72275	226	28108	1004785
2	NULL	57723	204432	204433	204434	392733	392734	926566
2	NULL	1224	1236	135622	72275	226	28108	1004787
2	NULL	1224	1236	135622	72275	226	28108	1004786
2	NULL	1239	186801	186802	31979	1485	1491	498213
2	NULL	1224	1236	72274	135621	10	155077	498211
2	NULL	1239	91061	186826	33958	1578	1582	498216
2	NULL	1224	1236	91347	543	635	636	498217
2	NULL	1239	186801	186802	31979	1485	1491	498214
2	NULL	1239	91061	1385	186822	44249	61624	1116391
2	NULL	1224	1236	91347	543	203804	251535	859654
2	NULL	1224	28216	80840	119060	48736	305	859657
2	NULL	1224	28216	80840	119060	48736	305	859656
2	NULL	201174	1760	2037	85025	1827	37919	632772
2	NULL	1224	28221	213462	213468	60892	60893	880072
2	NULL	976	768503	768507	89373	992	999	880071
2	NULL	976	768503	768507	563798	68288	104	880070
2	NULL	1239	186801	186802	541000	1263	1265	641112
2	NULL	1224	1236	135625	712	416916	714	754507
2	NULL	1239	91061	1385	186817	1386	1423	1220533
2	NULL	1224	28211	204455	31989	NULL	467661	NULL
2	NULL	1224	1236	91347	543	34037	741091	NULL
2	NULL	1239	91061	186826	81850	1243	115778	762550
2	NULL	508458	649775	649776	649777	46613	97477	891968
2	NULL	1224	1236	135614	32033	338	339	990315
